X,Y,OBJECTID,NCESSCH,SURVYEAR,STABR,LEAID,ST_LEAID,LEA_NAME,SCH_NAME,LSTREET1,LSTREET2,LCITY,LSTATE,LZIP,LZIP4,PHONE,CHARTER_TEXT,VIRTUAL,GSLO,GSHI,SCHOOL_LEVEL,STATUS,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,ULOCALE,NMCNTY,TOTFRL,FRELCH,REDLCH,DIRECTCERT,PK,KG,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,UG,AE,TOTMENROL,TOTFENROL,TOTAL,MEMBER,FTE,STUTERATIO,AMALM,AMALF,AM,ASALM,ASALF,AS,BLALM,BLALF,BL,HPALM,HPALF,HP,HIALM,HIALF,HI,TRALM,TRALF,TR,WHALM,WHALF,WH,LATCOD,LONCOD
-112.1415,33.5156,2518,40060000016,2022-2023,AZ,400600,AZ-4280,Alhambra Elementary District (4280),Sevilla Elementary School-East Campus,3801 W MISSOURI AVE,,PHOENIX,AZ,85019,2133,(602)242-0281,No,Not Virtual,PK,4,Elementary,1,Regular School,Currently operational ,11-City: Large,Maricopa County,721,691,30,341,0,134,157,136,151,190,,,,,,,,,,0,,395,373,768,768,37,20.76,5,5,10,18,21,39,41,31,72,1,1,2,308,303,611,2,4,6,20,8,28,33.5156,-112.1415
-112.1076,33.5065,2519,40060000018,2022-2023,AZ,400600,AZ-4280,Alhambra Elementary District (4280),Westwood Elementary School,4711 N 23RD AVE,,PHOENIX,AZ,85015,3478,(602)242-2442,No,Not Virtual,KG,5,Elementary,1,Regular School,Currently operational ,11-City: Large,Maricopa County,748,716,32,435,,124,141,132,138,136,134,,,,,,,,,,,425,380,805,805,40.5,19.88,10,13,23,14,4,18,83,65,148,4,2,6,292,276,568,7,5,12,15,15,30,33.5065,-112.1076
-112.116018,33.522302,2520,40060001283,2022-2023,AZ,400600,AZ-4280,Alhambra Elementary District (4280),Alhambra Traditional School,5725 N 27th Ave,,Phoenix,AZ,85017,2657,(602)484-8816,No,Not Virtual,KG,8,Elementary,1,Regular School,Currently operational ,11-City: Large,Maricopa County,404,296,108,144,,73,90,77,95,79,81,76,82,70,,,,,,,,362,361,723,723,35,20.66,0,1,1,17,23,40,41,27,68,0,0,0,264,266,530,8,11,19,32,33,65,33.522302,-112.116018
-112.1279,33.503,2521,40060001486,2022-2023,AZ,400600,AZ-4280,Alhambra Elementary District (4280),Granada Elementary School-West Campus,3232 W CAMPBELL AVE,,PHOENIX,AZ,85017,4046,(602)841-1403,No,Not Virtual,PK,4,Elementary,1,Regular School,Currently operational ,11-City: Large,Maricopa County,625,574,51,404,0,149,184,183,173,168,,,,,,,,,,,,443,414,857,857,43,19.93,6,7,13,17,14,31,46,39,85,0,0,0,359,347,706,7,2,9,8,5,13,33.503,-112.1279
-112.1655,33.5229,2522,40060001707,2022-2023,AZ,400600,AZ-4280,Alhambra Elementary District (4280),Carol G. Peck Elementary School,5810 N 49TH AVE,,GLENDALE,AZ,85301,6222,(623)842-3889,No,Not Virtual,KG,8,Elementary,1,Regular School,Currently operational ,21-Suburb: Large,Maricopa County,626,600,26,370,,72,79,71,79,70,70,68,78,80,,,,,,0,,353,314,667,667,36,18.53,3,3,6,9,7,16,57,42,99,0,0,0,260,232,492,2,5,7,22,25,47,33.5229,-112.1655
-112.1436,33.5162,2523,40060002002,2022-2023,AZ,400600,AZ-4280,Alhambra Elementary District (4280),Sevilla Elementary School-West Campus,3851 W MISSOURI AVE,,PHOENIX,AZ,85019,2133,(602)347-0232,No,Not Virtual,5,8,Middle,1,Regular School,Currently operational ,11-City: Large,Maricopa County,512,466,46,307,,,,,,,158,156,163,190,,,,,,,,337,330,667,667,32,20.84,8,6,14,17,12,29,30,31,61,1,1,2,269,263,532,6,10,16,6,7,13,33.5162,-112.1436
-112.14075,33.531942,2524,40060003599,2022-2023,AZ,400600,AZ-4280,Alhambra Elementary District (4280),Valencia Newcomer School,3802 W Maryland Ave,,Phoenix,AZ,85019,1541,(602)336-2283,No,Not Virtual,PK,8,Elementary,1,Regular School,Currently operational ,11-City: Large,Maricopa County,101,96,5,66,0,13,15,16,17,8,19,14,18,16,,,,,,,,70,66,136,136,9,15.11,0,0,0,13,21,34,16,13,29,0,0,0,40,30,70,0,0,0,1,2,3,33.531942,-112.14075
-112.139416,33.48808,2525,40060003614,2022-2023,AZ,400600,AZ-4280,Alhambra Elementary District (4280),Madrid Neighborhood School,3736 W Osborn Rd,,Phoenix,AZ,85019,4004,(602)336-2280,No,Not Virtual,PK,8,Elementary,1,Regular School,Currently operational ,11-City: Large,Maricopa County,446,411,35,252,0,52,61,64,86,69,60,74,61,70,,,,,,,,314,283,597,597,31,19.26,2,2,4,7,4,11,7,15,22,0,0,0,296,249,545,0,5,5,2,8,10,33.48808,-112.139416
-112.141453,33.5325,2526,40060003659,2022-2023,AZ,400600,AZ-4280,Alhambra Elementary District (4280),Global Academy of Phoenix,6615 N 39TH AVE,,PHOENIX,AZ,85019,1334,(602)336-2202,No,Not Virtual,KG,8,Elementary,1,Regular School,Currently operational ,11-City: Large,Maricopa County,168,134,34,96,,23,39,30,50,32,29,24,29,31,,,,,,,,127,160,287,287,15,19.13,1,1,2,1,7,8,4,9,13,0,0,0,111,118,229,4,6,10,6,19,25,33.5325,-112.141453
-112.162372,33.502824,2527,40060003660,2022-2023,AZ,400600,AZ-4280,Alhambra Elementary District (4280),Alhambra Preschool Academy,4730 W CAMPBELL AVE,,PHOENIX,AZ,85031,1404,(602)246-5155,No,Not Virtual,PK,PK,Prekindergarten,1,Regular School,Currently operational ,11-City: Large,Maricopa County,158,148,10,66,179,,,,,,,,,,,,,,,,,99,80,179,179,35,5.11,1,1,2,5,2,7,9,6,15,0,0,0,75,65,140,2,1,3,7,5,12,33.502824,-112.162372
-112.13899,33.50269,2528,40060003699,2022-2023,AZ,400600,AZ-4280,Alhambra Elementary District (4280),Arizona K-8 Online Academy,4510 N 37TH AVE,,PHOENIX,AZ,85019,3206,(623)455-7300,No,Full Virtual,KG,8,Elementary,1,Regular School,Currently operational ,11-City: Large,Maricopa County,-1,-1,-1,-1,,8,13,8,14,15,16,11,13,14,,,,,,,,51,61,112,112,10,11.2,2,4,6,0,0,0,3,5,8,0,0,0,36,46,82,2,2,4,8,4,12,33.50269,-112.13899
-112.162372,33.502824,2529,40060003700,2022-2023,AZ,400600,AZ-4280,Alhambra Elementary District (4280),Girls Innovation Academy,4432 W MARYLAND AVE,,GLENDALE,AZ,85301,4174,(602)336-2070,No,Not Reported,M ,M ,Not reported,6,Regular School,School temporarily closed,11-City: Large,Maricopa County,-2,-2,-2,-2,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,33.502824,-112.162372
-111.806445,33.5816,2530,40060803115,2022-2023,AZ,400608,AZ-81078,BASIS Charter Schools Inc. (81078),BASIS Scottsdale,10400 N 128TH ST,,SCOTTSDALE,AZ,85259,5218,(480)451-7500,Yes,Not Virtual,4,12,Other,1,Regular School,Currently operational ,12-City: Mid-size,Maricopa County,-1,-1,-1,-1,,,,,,0,187,193,177,140,64,78,76,79,,,,528,466,994,994,,-1,1,1,2,317,277,594,10,9,19,2,0,2,35,25,60,36,27,63,127,127,254,33.5816,-111.806445
-112.1817,33.6333,2531,40061002056,2022-2023,AZ,400610,AZ-81099,Desert Heights Charter Schools (81099),Desert Heights Charter School,5821 W BEVERLY LN,,GLENDALE,AZ,85306,1801,(602)896-2900,Yes,Not Virtual,KG,12,Other,1,Regular School,Currently operational ,21-Suburb: Large,Maricopa County,271,208,63,124,,63,87,71,66,55,73,74,93,76,86,57,52,54,,,,465,442,907,907,,-1,7,9,16,12,7,19,16,28,44,6,1,7,142,128,270,36,37,73,246,232,478,33.6333,-112.1817
-111.223036,36.126916,2532,40061202545,2022-2023,AZ,400612,AZ-81114,Northeast Arizona Technological Institute of Vocat (81114),NATIVE - Tuba City High School,Warrior Drive,,Tuba City,AZ,86045,    ,(928)283-1045,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,33-Town: Remote,Coconino County,-1,-1,-1,-1,,,,,,,,,,,0,0,0,1,,,,1,0,1,1,,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.126916,-111.223036
-110.245672,36.725845,2533,40061203127,2022-2023,AZ,400612,AZ-81114,Northeast Arizona Technological Institute of Vocat (81114),NATIVE - Monument Valley High School,North Highway 163,,Kayenta,AZ,86033,    ,(928)697-2100,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,33-Town: Remote,Navajo County,-1,-1,-1,-1,,,,,,,,,,,0,0,0,0,,,,0,0,0,0,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.725845,-110.245672
-110.216061,36.11475,2534,40061203128,2022-2023,AZ,400612,AZ-81114,Northeast Arizona Technological Institute of Vocat (81114),NATIVE - Pinon High School,1 mile N. Pinon Route 41,,Pinon,AZ,86510,    ,(928)725-2400,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,43-Rural: Remote,Navajo County,-1,-1,-1,-1,,,,,,,,,,,0,0,0,0,,,,0,0,0,0,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.11475,-110.216061
-109.581809,36.158092,2535,40061203129,2022-2023,AZ,400612,AZ-81114,Northeast Arizona Technological Institute of Vocat (81114),NATIVE - Chinle High School,Hwy. 191 & Navajo Route 7,,Chinle,AZ,86503,    ,(928)674-9550,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,33-Town: Remote,Apache County,-1,-1,-1,-1,,,,,,,,,,,0,0,0,0,,,,0,0,0,0,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.158092,-109.581809
-109.532861,35.712211,2536,40061203130,2022-2023,AZ,400612,AZ-81114,Northeast Arizona Technological Institute of Vocat (81114),NATIVE - Ganado High School,Ganado High School Hwy. 264,,Ganado,AZ,86505,    ,(928)755-1400,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,43-Rural: Remote,Apache County,-1,-1,-1,-1,,,,,,,,,,,0,0,0,1,,,,0,1,1,1,,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.712211,-109.532861
-109.381161,36.962515,2537,40061203131,2022-2023,AZ,400612,AZ-81114,Northeast Arizona Technological Institute of Vocat (81114),NATIVE - Red Mesa High School,Mile Post 448 Highway 160,,Teec Nos Pos,AZ,86514,    ,(928)656-4127,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,43-Rural: Remote,Apache County,-1,-1,-1,-1,,,,,,,,,,,0,0,0,0,,,,0,0,0,0,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.962515,-109.381161
-109.048723,35.750232,2538,40061203132,2022-2023,AZ,400612,AZ-81114,Northeast Arizona Technological Institute of Vocat (81114),NATIVE - Window Rock High School,Navajo Route 12,,FORT DEFIANCE,AZ,86504,    ,(928)729-7015,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,33-Town: Remote,Apache County,-1,-1,-1,-1,,,,,,,,,,,0,0,0,0,,,,0,0,0,0,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.750232,-109.048723
-109.313632,35.199243,2539,40061203133,2022-2023,AZ,400612,AZ-81114,Northeast Arizona Technological Institute of Vocat (81114),NATIVE - Sanders Valley High School,I-40 & US 191,,Sanders,AZ,86512,    ,(928)656-4121,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,43-Rural: Remote,Apache County,-1,-1,-1,-1,,,,,,,,,,,0,0,0,0,,,,0,0,0,0,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.199243,-109.313632
-109.055765,36.576128,2540,40061203265,2022-2023,AZ,400612,AZ-81114,Northeast Arizona Technological Institute of Vocat (81114),NATIVE - Red Valley/Cove High School,North Route 13 MP 22 Red Vall,,Red Valley,AZ,86544,    ,(928)653-4204,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,43-Rural: Remote,Apache County,-1,-1,-1,-1,,,,,,,,,,,0,0,0,0,,,,0,0,0,0,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.576128,-109.055765
-110.245672,36.725845,2541,40061203311,2022-2023,AZ,400612,AZ-81114,Northeast Arizona Technological Institute of Vocat (81114),NATIVE Central Campus,N. Hwy 163 .6 mi East of Kaye,,Kayenta,AZ,86033,    ,(928)697-2500,No,Not Virtual,10,12,High,1,Career and Technical School,Currently operational ,33-Town: Remote,Navajo County,-1,-1,-1,-1,,,,,,,,,,,,0,2,0,,,,0,2,2,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,36.725845,-110.245672
-110.307702,35.816384,2542,40061203829,2022-2023,AZ,400612,AZ-81114,Northeast Arizona Technological Institute of Vocat (81114),NATIVE - Hopi HS,AZ-264,,Keams Canyon,AZ,86034,    ,(928)466-8691,No,Not Virtual,9,12,High,4,Career and Technical School,School was operational but not reported last year,43-Rural: Remote,Navajo County,-1,-1,-1,-1,,,,,,,,,,,11,26,19,48,,,,37,67,104,104,,-1,35,64,99,0,1,1,0,1,1,0,1,1,0,0,0,2,0,2,0,0,0,35.816384,-110.307702
-111.221049,36.126587,2543,40061203830,2022-2023,AZ,400612,AZ-81114,Northeast Arizona Technological Institute of Vocat (81114),NATIVE - Greyhills HS,160 Warrior Dr,,Tuba City,AZ,86045,    ,(928)466-8668,No,Not Virtual,9,12,High,3,Career and Technical School,New school,33-Town: Remote,Coconino County,-1,-1,-1,-1,,,,,,,,,,,0,0,0,0,,,,0,0,0,0,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.126587,-111.221049
-110.8692,32.2437,2544,40061302553,2022-2023,AZ,400613,AZ-81123,Educational Impact Inc. (81123),Adventure School,5757 E PIMA ST,,TUCSON,AZ,85712,5609,(520)296-0656,Yes,Not Virtual,KG,8,Elementary,1,Regular School,Currently operational ,11-City: Large,Pima County,79,68,11,58,,17,17,13,11,14,14,15,12,10,,,,,,,,61,62,123,123,,-1,3,5,8,2,1,3,3,4,7,0,1,1,33,37,70,0,1,1,20,13,33,32.2437,-110.8692
-110.912281,32.262261,2545,40061302861,2022-2023,AZ,400613,AZ-81123,Educational Impact Inc. (81123),Academy Adventures Mid-town,825 E FORT LOWELL RD,,TUCSON,AZ,85719,2109,(520)407-1200,Yes,Not Reported,M ,M ,Not reported,6,Regular School,School temporarily closed,11-City: Large,Pima County,-2,-2,-2,-2,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,32.262261,-110.912281
-112.086478,33.486324,2546,40061403158,2022-2023,AZ,400614,AZ-81174,MCCCD on behalf of Phoenix College Preparatory Aca (81174),Phoenix College Preparatory Academy,3310 N 10TH AVE,,PHOENIX,AZ,85013,4009,(602)285-7998,Yes,Not Virtual,9,12,High,1,Regular School,Currently operational ,11-City: Large,Maricopa County,140,111,29,56,,,,,,,,,,,76,68,59,40,,,,89,154,243,243,,-1,1,3,4,1,6,7,9,4,13,1,0,1,67,128,195,2,3,5,8,10,18,33.486324,-112.086478
-112.189,33.6032,2547,40061502390,2022-2023,AZ,400615,AZ-80923,West-MEC - Western Maricopa Education Center (80923),West-MEC - Ironwood High School,6051 W SWEETWATER AVE,,GLENDALE,AZ,85304,1112,(623)486-6400,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,21-Suburb: Large,Maricopa County,-1,-1,-1,-1,,,,,,,,,,,0,1,0,0,,,,1,0,1,1,,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,33.6032,-112.189
-112.1953,33.6256,2548,40061502391,2022-2023,AZ,400615,AZ-80923,West-MEC - Western Maricopa Education Center (80923),West-MEC - Cactus High School,6330 W GREENWAY RD,,GLENDALE,AZ,85306,3219,(623)412-5000,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,21-Suburb: Large,Maricopa County,-1,-1,-1,-1,,,,,,,,,,,0,0,0,0,,,,0,0,0,0,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6256,-112.1953
-112.2402,33.6767,2549,40061502392,2022-2023,AZ,400615,AZ-80923,West-MEC - Western Maricopa Education Center (80923),West-MEC - Sunrise Mountain High School,21200 N 83RD AVE,,PEORIA,AZ,85382,2436,(623)487-5125,No,Not Virtual,7,12,High,1,Career and Technical School,Currently operational ,21-Suburb: Large,Maricopa County,-1,-1,-1,-1,,,,,,,,,0,0,0,0,0,0,,,,0,0,0,0,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6767,-112.2402
-112.4444,33.6344,2550,40061502393,2022-2023,AZ,400615,AZ-80923,West-MEC - Western Maricopa Education Center (80923),West-MEC - Willow Canyon High School,17901 W LUNDBERG ST,,SURPRISE,AZ,85388,281,(623)523-8000,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,21-Suburb: Large,Maricopa County,-1,-1,-1,-1,,,,,,,,,,,0,1,1,1,,,,0,3,3,3,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,33.6344,-112.4444
-112.3993,33.4377,2551,40061502394,2022-2023,AZ,400615,AZ-80923,West-MEC - Western Maricopa Education Center (80923),West-MEC - Desert Edge High School,15778 W YUMA RD,,GOODYEAR,AZ,85338,3358,(623)932-7500,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,22-Suburb: Mid-size,Maricopa County,-1,-1,-1,-1,,,,,,,,,,,0,4,1,2,,,,4,3,7,7,,-1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,2,2,1,3,33.4377,-112.3993
-112.422528,33.327714,2552,40061502395,2022-2023,AZ,400615,AZ-80923,West-MEC - Western Maricopa Education Center (80923),West-MEC - Estrella Foothills High School,13033 S ESTRELLA PKWY,,GOODYEAR,AZ,85338,5845,(623)327-2400,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,31-Town: Fringe,Maricopa County,-1,-1,-1,-1,,,,,,,,,,,0,1,0,1,,,,0,2,2,2,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,33.327714,-112.422528
-112.873252,33.491661,2553,40061502440,2022-2023,AZ,400615,AZ-80923,West-MEC - Western Maricopa Education Center (80923),West-MEC - Tonopah Valley High School,38201 W INDIAN SCHOOL RD,,TONOPAH,AZ,85354,7301,(623)474-5201,No,Not Virtual,7,12,High,1,Career and Technical School,Currently operational ,42-Rural: Distant,Maricopa County,-1,-1,-1,-1,,,,,,,,,0,0,0,3,5,2,,,,2,8,10,10,,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,7,8,33.491661,-112.873252
-112.2528,33.5457,2554,40061502441,2022-2023,AZ,400615,AZ-80923,West-MEC - Western Maricopa Education Center (80923),West-MEC - Raymond S. Kellis,8990 W ORANGEWOOD AVE,,GLENDALE,AZ,85305,1111,(623)412-5425,No,Not Virtual,7,12,High,1,Career and Technical School,Currently operational ,21-Suburb: Large,Maricopa County,-1,-1,-1,-1,,,,,,,,,0,0,0,2,1,0,,,,1,2,3,3,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,33.5457,-112.2528
-112.1059,33.5381,2555,40061502506,2022-2023,AZ,400615,AZ-80923,West-MEC - Western Maricopa Education Center (80923),West-MEC - Washington High School,2217 W GLENDALE AVE,,PHOENIX,AZ,85021,7729,(623)915-8400,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,11-City: Large,Maricopa County,-1,-1,-1,-1,,,,,,,,,,,0,1,1,0,,,,0,2,2,2,,-1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,33.5381,-112.1059
-112.0967,33.6128,2556,40061502507,2022-2023,AZ,400615,AZ-80923,West-MEC - Western Maricopa Education Center (80923),West-MEC - Thunderbird High School,1750 W THUNDERBIRD RD,,PHOENIX,AZ,85023,6307,(623)915-8900,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,11-City: Large,Maricopa County,-1,-1,-1,-1,,,,,,,,,,,0,1,1,0,,,,2,0,2,2,,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,33.6128,-112.0967
-112.0758,33.5669,2557,40061502508,2022-2023,AZ,400615,AZ-80923,West-MEC - Western Maricopa Education Center (80923),West-MEC - Sunnyslope High School,35 W DUNLAP AVE,,PHOENIX,AZ,85021,3523,(623)915-8760,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,11-City: Large,Maricopa County,-1,-1,-1,-1,,,,,,,,,,,0,2,3,0,,,,2,3,5,5,,-1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,2,3,33.5669,-112.0758
-112.1372,33.5958,2558,40061502509,2022-2023,AZ,400615,AZ-80923,West-MEC - Western Maricopa Education Center (80923),West-MEC - Moon Valley High School,3625 W CACTUS RD,,PHOENIX,AZ,85029,3122,(623)915-8000,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,11-City: Large,Maricopa County,-1,-1,-1,-1,,,,,,,,,,,0,1,0,1,,,,2,0,2,2,,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,33.5958,-112.1372
-112.221461,33.531936,2559,40061502510,2022-2023,AZ,400615,AZ-80923,West-MEC - Western Maricopa Education Center (80923),West-MEC - Independence High School,6602 N 75TH AVE,,GLENDALE,AZ,85303,3504,(623)435-6100,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,21-Suburb: Large,Maricopa County,-1,-1,-1,-1,,,,,,,,,,,0,3,2,0,,,,3,2,5,5,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,4,33.531936,-112.221461
-112.1437,33.626,2560,40061502511,2022-2023,AZ,400615,AZ-80923,West-MEC - Western Maricopa Education Center (80923),West-MEC - Greenway High School,3930 W GREENWAY RD,,PHOENIX,AZ,85053,3706,(623)915-8500,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,11-City: Large,Maricopa County,-1,-1,-1,-1,,,,,,,,,,,0,0,1,1,,,,1,1,2,2,,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,33.626,-112.1437
-112.1934,33.5391,2561,40061502512,2022-2023,AZ,400615,AZ-80923,West-MEC - Western Maricopa Education Center (80923),West-MEC - Glendale High School,6216 W GLENDALE AVE,,GLENDALE,AZ,85301,2308,(623)435-6200,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,21-Suburb: Large,Maricopa County,-1,-1,-1,-1,,,,,,,,,,,0,0,4,4,,,,3,5,8,8,,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,5,7,33.5391,-112.1934
-112.126,33.5662,2562,40061502513,2022-2023,AZ,400615,AZ-80923,West-MEC - Western Maricopa Education Center (80923),West-MEC - Cortez High School,8828 N 31ST AVE,,PHOENIX,AZ,85051,3928,(623)915-8200,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,11-City: Large,Maricopa County,-1,-1,-1,-1,,,,,,,,,,,0,1,3,0,,,,2,2,4,4,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3,33.5662,-112.126
-112.1589,33.5536,2563,40061502514,2022-2023,AZ,400615,AZ-80923,West-MEC - Western Maricopa Education Center (80923),West-MEC - Apollo High School,8045 N 47TH AVE,,GLENDALE,AZ,85302,6402,(623)435-6300,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,21-Suburb: Large,Maricopa County,-1,-1,-1,-1,,,,,,,,,,,0,1,0,0,,,,0,1,1,1,,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33.5536,-112.1589
-112.1403,33.8525,2564,40061502515,2022-2023,AZ,400615,AZ-80923,West-MEC - Western Maricopa Education Center (80923),West-MEC - Boulder Creek High School,40404 N GAVILAN PEAK PKWY,,ANTHEM,AZ,85086,2754,(623)445-8600,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,21-Suburb: Large,Maricopa County,-1,-1,-1,-1,,,,,,,,,,,0,1,3,0,,,,2,2,4,4,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,33.8525,-112.1403
-112.118559,33.677332,2565,40061502516,2022-2023,AZ,400615,AZ-80923,West-MEC - Western Maricopa Education Center (80923),West-MEC - Barry Goldwater High School,2820 W ROSE GARDEN LN,,PHOENIX,AZ,85027,3108,(623)445-7005,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,11-City: Large,Maricopa County,-1,-1,-1,-1,,,,,,,,,,,0,3,4,0,,,,6,1,7,7,,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2,4,0,4,33.677332,-112.118559
-112.17,33.6536,2566,40061502517,2022-2023,AZ,400615,AZ-80923,West-MEC - Western Maricopa Education Center (80923),West-MEC - Deer Valley High School,18424 N 51ST AVE,,GLENDALE,AZ,85308,1443,(602)467-6700,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,21-Suburb: Large,Maricopa County,-1,-1,-1,-1,,,,,,,,,,,0,3,2,1,,,,5,1,6,6,,-1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4,0,4,33.6536,-112.17
-112.2043,33.6898,2567,40061502518,2022-2023,AZ,400615,AZ-80923,West-MEC - Western Maricopa Education Center (80923),West-MEC - Mountain Ridge High School,22800 N 67TH AVE,,GLENDALE,AZ,85310,4235,(623)376-3000,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,21-Suburb: Large,Maricopa County,-1,-1,-1,-1,,,,,,,,,,,0,1,0,1,,,,1,1,2,2,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,33.6898,-112.2043
-112.138076,33.718103,2568,40061502519,2022-2023,AZ,400615,AZ-80923,West-MEC - Western Maricopa Education Center (80923),West-MEC - Sandra Day O'Connor High School,25250 N. 35th Ave.,,Glendale,AZ,85310,    ,(623)445-7100,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,11-City: Large,Maricopa County,-1,-1,-1,-1,,,,,,,,,,,0,2,0,0,,,,0,2,2,2,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,33.718103,-112.138076
-112.777836,33.9547,2569,40061502520,2022-2023,AZ,400615,AZ-80923,West-MEC - Western Maricopa Education Center (80923),West-MEC - Wickenburg High School,1090 S VULTURE MINE RD,,WICKENBURG,AZ,85390,3145,(928)684-6600,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,41-Rural: Fringe,Maricopa County,-1,-1,-1,-1,,,,,,,,,,,0,3,0,0,,,,0,3,3,3,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,33.9547,-112.777836
